libId,TOTAL_READS,PF_READS,PF_HQ_ALIGNED_READS,MEAN_READ_LENGTH,STRAND_BALANCE,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,MEDIAN_CV_COVERAGE,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,alignment_not_unique,PERCENT_DUPLICATION,mapped_reads_w_dups
lib4711_C64RUACXX,5743086,5743086,4652022,49.185942,0.500553,1758558,122073802,116140742,21914367,20585478,0.006226,0.432161,0.411157,0.07758,0.072876,0.843319,0.502405,6102174,5743089,94.10%,1091065,19.00%,315758,291676,5358259,0.371522,0.941154
lib4712_C5TTJACXX,8201569,8201569,7001715,49.361232,0.500489,3824423,170746684,182739806,29183418,18334820,0.009447,0.421775,0.4514,0.072088,0.04529,0.873175,0.534084,8636805,8201572,95.00%,1199855,14.60%,505590,444706,4920454,0.418536,0.949607
lib4713_C5TTJACXX,8084146,8084146,6421111,49.34533,0.500201,5576041,141813878,182435101,33945752,35132580,0.013978,0.35551,0.457342,0.085098,0.088073,0.812852,0.639773,8550307,8084149,94.50%,1663036,20.60%,464557,450287,8528529,0.51562,0.94548
lib4714_C5TTJACXX,8278647,8278647,7139473,49.351061,0.500431,4709587,175355649,170567456,36432246,21484669,0.011528,0.429216,0.417496,0.089175,0.052588,0.846711,0.483431,8751507,8278650,94.60%,1139175,13.80%,649158,419737,5031175,0.389978,0.945968
lib4715_C5TTJACXX,7689127,7689127,6230185,49.343934,0.500345,3824346,143432632,177979708,27220698,26943774,0.01008,0.37805,0.469107,0.071747,0.071017,0.847158,0.619859,8127784,7689130,94.60%,1458943,19.00%,382603,444335,6957705,0.48264,0.94603
lib4716_C5TTJACXX,8246997,8246997,7156534,49.356699,0.50025,3641033,188929495,162602988,34065345,17796352,0.008945,0.46416,0.399482,0.083691,0.043722,0.863642,0.453473,8690092,8247000,94.90%,1090464,13.20%,613669,421546,4512912,0.361732,0.949011
lib4717_C5TTJACXX,6985736,6985736,5711286,49.348658,0.500587,1508650,163187668,135744713,20212913,24075496,0.004376,0.473379,0.393772,0.058634,0.069839,0.867151,0.478119,7359789,6985739,94.90%,1274451,18.20%,249566,358017,6348480,0.424265,0.949176
lib4718_C5TTJACXX,8287371,8287371,7005488,49.356805,0.500468,2659595,184543308,180374811,22277917,19172568,0.006502,0.451175,0.440984,0.054466,0.046873,0.892159,0.511316,8702982,8287374,95.20%,1281884,15.50%,335703,454911,5441037,0.441974,0.952245
lib4719_C5TTJACXX,7648433,7648433,6719470,49.364209,0.5008,3207413,171216944,161885933,27634406,13604919,0.008495,0.453496,0.428781,0.073194,0.036035,0.882276,0.492214,8042743,7648436,95.10%,928964,12.10%,514947,395863,3529985,0.389931,0.950973
lib4720_C5TTJACXX,8040923,8040923,6833054,49.361021,0.500489,1479552,179118596,169002514,27554423,19743520,0.003728,0.451296,0.425808,0.069424,0.049745,0.877104,0.49811,8463913,8040926,95.00%,1207870,15.00%,456016,438220,5262160,0.398676,0.950024
lib4721_C5TTJACXX,8157537,8157537,6896439,49.35644,0.500658,6373393,166245095,168672737,37318961,24006551,0.01583,0.412912,0.418942,0.092691,0.059626,0.831854,0.502727,8601101,8157540,94.80%,1261099,15.50%,638269,405001,5728912,0.420638,0.948429
lib4722_C5TTJACXX,8006728,8006728,6837113,49.363836,0.500366,4443989,171524047,167659101,31539924,20066080,0.011244,0.433982,0.424203,0.079801,0.05077,0.858186,0.500252,8468899,8006731,94.50%,1169616,14.60%,538627,419872,5032410,0.407508,0.945427
lib4723_C5TTJACXX,8303225,8303225,7387747,49.36137,0.500597,3439733,180572085,173179986,34733676,17922678,0.008393,0.440583,0.422547,0.084748,0.04373,0.86313,0.466096,8764164,8303228,94.70%,915479,11.00%,667789,393280,3848940,0.412376,0.947406
lib4724_C5TTJACXX,7693070,7693070,6664382,49.355114,0.500464,5052593,161662428,157182264,35358432,20427233,0.013307,0.425783,0.413983,0.093126,0.053801,0.839767,0.487815,8131028,7693073,94.60%,1028689,13.40%,634619,374653,4616245,0.394703,0.946137
lib4725_C5TTJACXX,8464568,8464568,7311849,49.361659,0.500844,6369601,175494828,184786993,33420473,17742147,0.015245,0.420031,0.442271,0.079989,0.042464,0.862303,0.525906,8913701,8464571,95.00%,1152720,13.60%,600411,437453,4502388,0.426792,0.949613
lib4726_C5TTJACXX,6444090,6444090,5347879,49.35102,0.500239,4980934,122108478,139906091,28921176,22097920,0.015663,0.383972,0.439937,0.090943,0.069487,0.823908,0.579145,6847988,6444093,94.10%,1096212,17.00%,463104,333970,5249972,0.442215,0.941019
lib4727_C5TTJACXX,7578775,7578775,6584557,49.361641,0.500003,4039934,157745985,163021699,30811323,18472827,0.010799,0.421678,0.43578,0.082363,0.049381,0.857458,0.523043,8025261,7578778,94.40%,994219,13.10%,548333,380622,4296604,0.427589,0.944365
lib4728_C4W9KACXX,8195654,8195654,6771532,49.338896,0.500721,7160523,159459312,165339181,42825599,29569237,0.017709,0.394357,0.408898,0.105911,0.073127,0.803254,0.504372,8682498,8195657,94.40%,1424123,17.40%,709393,402052,6889099,0.408574,0.943928
lib4729_C4W9KACXX,7881532,7881532,6694622,49.352166,0.500307,1989654,175491080,164723199,26247821,20508324,0.005115,0.45118,0.423497,0.067482,0.052726,0.874677,0.486993,8312164,7881535,94.80%,1186911,15.10%,416652,406835,5328886,0.395338,0.948193
lib4730_C4W9KACXX,7293534,7293534,6106940,49.344065,0.50024,2650415,146421236,163804581,26506979,20499314,0.007365,0.406859,0.455162,0.073655,0.056961,0.86202,0.542277,7707212,7293537,94.60%,1186595,16.30%,431165,376711,5261582,0.401126,0.946326
lib4731_C4W9KACXX,7967849,7967849,6507271,49.336182,0.500981,10109080,153175759,169100378,31316433,29390423,0.025717,0.38967,0.430181,0.079667,0.074767,0.819851,0.563231,8418290,7967852,94.60%,1460579,18.30%,456150,406739,7121952,0.4799,0.946493
lib4732_C4W9KACXX,7789297,7789297,5955195,49.336437,0.500701,5626989,129399741,180078607,31329789,37848711,0.014643,0.33673,0.468609,0.081528,0.098492,0.805339,0.732409,8251115,7789300,94.40%,1834103,23.50%,374200,427363,9534036,0.55373,0.94403
lib4733_C4W9KACXX,8436042,8436042,7138834,49.347191,0.500218,2163082,203457516,169798934,21800224,19065197,0.005196,0.488746,0.407891,0.052369,0.045798,0.896637,0.472536,8947365,8436045,94.30%,1297209,15.40%,326032,456634,5513605,0.408556,0.942852
lib4734_C4W9KACXX,8135516,8135516,6906608,49.340196,0.500517,2623292,194955916,168491564,19908688,15418692,0.006535,0.485692,0.419762,0.049598,0.038412,0.905454,0.4888,8603307,8135519,94.60%,1228909,15.10%,312030,429624,4830915,0.40352,0.945627
lib4735_C4W9KACXX,6206848,6206848,5161734,49.337952,0.500677,1704536,145076571,131726924,13741339,13977161,0.005566,0.473756,0.430162,0.044873,0.045643,0.903918,0.509971,6595417,6206851,94.10%,1045115,16.80%,184060,333487,4387962,0.425468,0.941085
lib4736_C4W9KACXX,8598907,8598907,7376517,49.34514,0.500536,5691886,185468448,170899250,38154051,24090567,0.013415,0.437112,0.402776,0.089922,0.056777,0.839888,0.473814,9079553,8598910,94.70%,1222391,14.20%,659872,421093,5631636,0.408824,0.947063
lib4737_C4W9KACXX,8420304,8420304,7154957,49.340158,0.500283,5772218,176064490,170124841,38663852,24823424,0.013894,0.423794,0.409497,0.093065,0.059751,0.833291,0.48099,8937332,8420307,94.20%,1265348,15.00%,660328,416331,5874963,0.408204,0.94215
lib4738_C4W9KACXX,8230514,8230514,7177026,49.341837,0.500255,5700964,170725795,162330469,45323405,22017403,0.014038,0.420406,0.399733,0.111607,0.054217,0.820139,0.449403,8715521,8230517,94.40%,1053489,12.80%,843527,397862,4674090,0.368119,0.944351
lib4739_C4W9KACXX,6403335,6403335,5734528,49.275848,0.499894,2397821,147393296,119738233,34359928,11633520,0.0076,0.46714,0.379492,0.108898,0.036871,0.846632,0.573338,7000381,6403338,91.50%,668808,10.40%,681101,323930,2506465,0.361383,0.914712
lib4740_C4W9KACXX,8442513,8442513,7278799,49.342283,0.500385,5087222,182085089,171438416,38483441,19468190,0.012212,0.437114,0.411556,0.092383,0.046735,0.84867,0.459548,8916584,8442516,94.70%,1163715,13.80%,701554,420493,4776461,0.381424,0.946833
lib4741_C4W9KACXX,7973787,7973787,6690101,49.335172,0.500224,6043056,156235674,177063298,30096157,23937942,0.015362,0.397167,0.450113,0.076507,0.060853,0.847279,0.545859,8424789,7973790,94.60%,1283687,16.10%,488717,399992,5857598,0.441306,0.946467
lib4742_C4W9KACXX,7896867,7896867,6904202,49.339691,0.500336,4855860,165831140,162382691,37492563,19056804,0.012463,0.425624,0.416774,0.096229,0.048911,0.842398,0.462198,8360796,7896870,94.50%,992666,12.60%,704943,384741,4177791,0.373959,0.944511
lib4743_C4W9KACXX,7363381,7363381,5860830,49.327367,0.500312,7100502,151424732,150689198,25580118,28412198,0.01955,0.416911,0.414886,0.070429,0.078226,0.831798,0.506264,7782253,7363384,94.60%,1502552,20.40%,332703,358748,7359782,0.453188,0.946176
lib4744_C5TTJACXX,6793229,6793229,5559899,49.305355,0.500663,5290221,131868956,152909431,23092069,21773082,0.015795,0.393717,0.456537,0.068945,0.065007,0.850254,0.590995,7180136,6793232,94.60%,1233331,18.20%,331520,381082,5685149,0.463726,0.946114
lib4745_C5TTJACXX,7017284,7017284,5461373,49.29065,0.500579,3084056,130967032,148639633,29779308,33407546,0.008917,0.378652,0.429747,0.086098,0.096588,0.808398,0.563186,7416073,7017287,94.60%,1555912,22.20%,385486,368798,8318674,0.44738,0.946226
lib4746_C5TTJACXX,5695373,5695373,4258368,49.301811,0.501346,1708578,93716087,142444829,17924848,24988478,0.006085,0.333767,0.507313,0.063839,0.088996,0.841081,0.788852,6054527,5695376,94.10%,1437006,25.20%,173835,337461,6987692,0.563195,0.94068
lib4747_C5TTJACXX,7367273,7367273,6368282,49.32026,0.500704,4757503,169091803,143696048,28153314,17648493,0.013094,0.465373,0.395479,0.077483,0.048572,0.860852,0.458498,7747842,7367276,95.10%,998992,13.60%,494004,360825,4327659,0.383406,0.950881
lib4748_C5TTJACXX,6763635,6763635,5827508,49.264027,0.500022,3035341,152729723,129707472,30585271,17138909,0.00911,0.458377,0.389282,0.091793,0.051438,0.84766,0.551098,7428347,6763638,91.10%,936128,13.80%,547903,363599,4104381,0.404313,0.910517
lib4749_C5TTJACXX,12523570,12523570,10416576,49.32853,0.500825,2390874,289980692,268529652,28718885,28131199,0.00387,0.469413,0.434689,0.046489,0.045538,0.904103,0.490148,13099337,12523573,95.60%,2106995,16.80%,400812,666488,8777649,0.474145,0.956046
lib4750_C5TTJACXX,7988952,7988952,6912987,49.322954,0.500583,3425001,182422109,164255692,28082417,15843573,0.008692,0.462967,0.416863,0.07127,0.040209,0.879829,0.467736,8413646,7988955,95.00%,1075966,13.50%,499943,396982,4265438,0.391371,0.949523
lib4751_C5TTJACXX,7693018,7693018,6587286,49.318172,0.500701,2723406,186247657,159413707,16993940,14017468,0.007178,0.490906,0.420178,0.044792,0.036947,0.911084,0.478119,8098229,7693021,95.00%,1105733,14.40%,259192,423164,4368788,0.410035,0.949963
lib4752_C5TTJACXX,8044429,8044429,6757679,49.31285,0.50049,6034840,168977518,165444497,31414141,24812294,0.015213,0.425977,0.41707,0.079192,0.062549,0.843047,0.480771,8474464,8044432,94.90%,1286751,16.00%,510261,384641,6011913,0.429501,0.949255
lib4753_C5TTJACXX,8444748,8444748,7159085,49.320465,0.500274,6254363,173139916,179172560,34904518,23016906,0.015017,0.415714,0.430199,0.083807,0.055264,0.845913,0.512234,8900021,8444751,94.90%,1285664,15.20%,593766,434857,5667223,0.42011,0.948846
lib4754_C5TTJACXX,8547837,8547837,7476029,49.314595,0.500481,3537958,193630162,172945776,34121547,17287235,0.008393,0.459359,0.410288,0.080948,0.041011,0.869648,0.463651,9016077,8547840,94.80%,1071809,12.50%,629172,440881,4292645,0.376869,0.948066
lib4755_C5TTJACXX,8260905,8260905,7056762,49.313395,0.500578,3865320,177899187,168096462,36924861,20577489,0.009489,0.436709,0.412645,0.090644,0.050514,0.849355,0.46898,8725523,8260908,94.70%,1204144,14.60%,665422,406764,5131435,0.378182,0.946752
lib4756_C5TTJACXX,8742749,8742749,7531013,49.315508,0.500392,5640302,187369651,182782135,34436283,20912894,0.013082,0.43459,0.42395,0.079872,0.048506,0.858541,0.476508,9217923,8742752,94.80%,1211737,13.90%,615994,414390,5110139,0.422747,0.948451
lib4757_C5TTJACXX,17633935,17633935,14404580,49.316283,0.500672,18773202,332627295,412766767,53545768,51894606,0.021588,0.382504,0.47466,0.061575,0.059676,0.857163,0.610604,18536196,17633938,95.10%,3229356,18.30%,757445,951377,14088225,0.596288,0.951324
lib4758_C5TTJACXX,7557241,7557241,6342761,49.315736,0.500675,4983504,155124529,158712376,30733474,23127138,0.013372,0.41624,0.425867,0.082466,0.062056,0.842107,0.506424,7957627,7557244,95.00%,1214481,16.10%,499479,366818,5618251,0.424446,0.949685
lib4759_C5TTJACXX,8614222,8614222,6253379,49.279959,0.500517,4322039,151056446,158789675,48518584,61810958,0.010182,0.355848,0.374065,0.114297,0.14561,0.729913,0.516488,9053450,8614225,95.10%,2360844,27.40%,560111,393396,14416833,0.477209,0.951485
lib4760_C4W9KACXX,8569016,8569016,7519621,49.346882,0.500168,3205735,191912850,176118273,35877057,15729723,0.007581,0.453863,0.416509,0.084847,0.0372,0.870372,0.474019,9044796,8569019,94.70%,1049396,12.20%,675754,466775,3991285,0.375024,0.947397
lib4761_C4W9KACXX,8235070,8235070,7085212,49.345808,0.500593,6302219,171770235,176473994,32882025,18927258,0.015509,0.42271,0.434285,0.080919,0.046578,0.856995,0.518691,8688721,8235073,94.80%,1149859,14.00%,576280,447911,4704168,0.417987,0.947789
lib4762_C4W9KACXX,8309774,8309774,7118533,49.34879,0.500565,1142612,205864848,171825462,17849992,13382877,0.002786,0.502029,0.419019,0.04353,0.032636,0.921048,0.483248,8742729,8309777,95.00%,1191242,14.30%,283895,450164,4509542,0.400076,0.950478
lib4763_C4W9KACXX,7970667,7970667,6869982,49.34482,0.500714,5224835,179364476,160446428,29808897,18455826,0.013285,0.45605,0.407949,0.075792,0.046926,0.863999,0.461265,8419008,7970670,94.70%,1100686,13.80%,517381,402032,4643254,0.392966,0.946747
lib4764_C4W9KACXX,9573510,9573510,8396019,49.342319,0.499734,4088079,215331860,199786727,36687851,16472612,0.008654,0.455857,0.422948,0.077668,0.034873,0.878806,0.471464,10131486,9573513,94.50%,1177492,12.30%,692120,513634,4336402,0.398074,0.944927
lib4765_C4W9KACXX,7226395,7226395,6299587,49.342252,0.500207,1051117,168402884,154631018,18827858,13644667,0.002948,0.472302,0.433678,0.052805,0.038268,0.90598,0.478811,7696273,7226398,93.90%,926809,12.80%,325188,373169,3718865,0.389773,0.938947
lib4766_C4W9KACXX,8503278,8503278,7336424,49.350057,0.500403,2150274,207610109,174237187,21754371,13874425,0.005124,0.49475,0.41522,0.051842,0.033064,0.90997,0.478396,8942037,8503281,95.10%,1166855,13.70%,372834,456769,4396427,0.404302,0.950933
lib4767_C4W9KACXX,8247318,8247318,7033805,49.350932,0.500358,1137856,203096972,169069641,19123996,14573681,0.002796,0.499007,0.415402,0.046987,0.035807,0.91441,0.48493,8660891,8247321,95.20%,1213514,14.70%,303533,432729,4738411,0.401999,0.952248
lib4768_C4W9KACXX,7914586,7914586,6131121,49.330551,0.500473,5059674,127739756,188398030,33494934,35724718,0.01296,0.327188,0.482556,0.085793,0.091504,0.809745,0.726231,8449318,7914589,93.70%,1783466,22.50%,442134,448210,9022653,0.538063,0.936713
lib4769_C4W9KACXX,7760772,7760772,6742110,49.352651,0.500609,3555457,172753484,156698579,33498661,16498871,0.009283,0.451048,0.40913,0.087463,0.043077,0.860178,0.465027,8184349,7760775,94.80%,1018663,13.10%,611856,394725,4125199,0.357412,0.948245
lib4770_C4W9KACXX,1221719,1221719,898827,49.259276,0.501711,280351,17914511,28394398,6362011,7228152,0.004659,0.297685,0.471829,0.105717,0.12011,0.769514,1.006044,1422311,1221722,85.90%,322893,26.40%,81566,72899,1767720,0.467034,0.858968
lib4771_C4W9KACXX,7731709,7731709,6568625,49.339704,0.500852,2131584,170097743,166476439,25914457,16849984,0.005588,0.445901,0.436408,0.067933,0.044171,0.882308,0.496886,8167796,7731712,94.70%,1163085,15.00%,435105,428332,4785769,0.400295,0.946609
lib4772_C4W9KACXX,9639203,9639203,8277713,49.346324,0.500611,3584399,217054824,193676108,38904847,22427427,0.007536,0.456336,0.407184,0.081793,0.047151,0.86352,0.467927,10147432,9639206,95.00%,1361491,14.10%,685936,496193,5779751,0.401985,0.949916
lib4773_C4W9KACXX,9777768,9777768,8394781,49.344164,0.500385,5723481,220187107,193771296,39902028,22880062,0.011863,0.456381,0.401629,0.082705,0.047423,0.85801,0.455968,10286511,9777771,95.10%,1382988,14.10%,703218,488697,5803948,0.405459,0.950543
lib4774_C4W9KACXX,9972978,9972978,8071810,49.322319,0.50063,6284196,200128616,185323101,53215292,46926832,0.012776,0.406867,0.376767,0.108188,0.095404,0.783634,0.478406,10515351,9972981,94.80%,1901169,19.10%,803974,456377,10658948,0.461541,0.948421
lib4775_C4W9KACXX,8285723,8285723,7185910,49.340117,0.500649,5704491,180813961,172258223,32409496,17622023,0.013954,0.442296,0.421367,0.079278,0.043106,0.863663,0.488839,8757794,8285726,94.60%,1099814,13.30%,578031,440684,4431686,0.411412,0.946097
lib4776_C5TTJACXX,9170612,9170612,7943489,49.33425,0.500399,3862207,204917505,187132020,37004506,19497695,0.008537,0.452943,0.41363,0.081794,0.043097,0.866573,0.459615,9671714,9170615,94.80%,1227124,13.40%,667216,478270,5009816,0.38254,0.948189
lib4777_C5TTJACXX,8147149,8147149,6865625,49.330701,0.500669,3823437,160390905,183305237,34087978,20285735,0.009514,0.399089,0.456105,0.084819,0.050475,0.855193,0.573044,8643532,8147152,94.30%,1281525,15.70%,596552,453810,5323360,0.43453,0.942572
lib4778_C5TTJACXX,10470975,10470975,9279675,49.340554,0.499973,4183628,232774384,212922524,49038840,17711134,0.008098,0.450563,0.412137,0.094921,0.034282,0.8627,0.451396,11032747,10470978,94.90%,1191301,11.40%,967701,520904,4272835,0.380978,0.949081
lib4779_C5TTJACXX,8075285,8075285,7016502,49.338325,0.50053,4638639,183554589,173965398,22995440,13256173,0.011643,0.460718,0.436649,0.057718,0.033273,0.897368,0.487802,8494381,8075288,95.10%,1058784,13.10%,412662,430338,3883326,0.417343,0.950662
lib4780_C5TTJACXX,6339037,6339037,5587068,49.308468,0.500307,1644080,155410670,117439025,26200294,11868326,0.00526,0.497215,0.37573,0.083824,0.037971,0.872945,0.512617,6841647,6339040,92.70%,751970,11.90%,490491,326366,3028715,0.364015,0.926537
lib4781_C5TTJACXX,11607926,11607926,10078782,49.338858,0.500636,2117718,276228871,238411475,35751885,20195393,0.003698,0.482323,0.41629,0.062426,0.035263,0.898613,0.473002,12190925,11607929,95.20%,1529145,13.20%,648803,577113,5825096,0.411938,0.952178
lib4782_C5TTJACXX,7824959,7824959,6968610,49.336622,0.500327,4305042,168650561,157048967,40852309,15190947,0.011152,0.436865,0.406813,0.105822,0.03935,0.843677,0.454991,8266248,7824962,94.70%,856350,10.90%,799869,392689,3262170,0.330831,0.946616
lib4783_C5TTJACXX,4475280,4475280,3432385,49.302826,0.499757,1873122,63308939,111163556,21506511,22783928,0.00849,0.286938,0.503833,0.097475,0.103265,0.790771,0.883756,4807171,4475283,93.10%,1042896,23.30%,293591,255377,5474961,0.529372,0.930959
lib4784_C5TTJACXX,8199638,8199638,7084659,49.331631,0.500144,5515863,173156005,173404173,33341523,19073990,0.013637,0.428084,0.428697,0.082428,0.047156,0.856781,0.486482,8649820,8199641,94.80%,1114980,13.60%,605165,417363,4611175,0.406232,0.947955
lib4785_C5TTJACXX,7700655,7700655,6494398,49.326795,0.500048,4111480,157669700,156047142,37145480,24865518,0.010824,0.415096,0.410825,0.097793,0.065463,0.825921,0.48716,8150136,7700658,94.50%,1206258,15.70%,627445,386275,5797567,0.403716,0.94485
lib4786_C5TTJACXX,8878549,8878549,7609178,49.336392,0.500153,4145417,182928117,199838939,32223580,18887868,0.009464,0.417622,0.456229,0.073566,0.043121,0.87385,0.546666,9363113,8878552,94.80%,1269372,14.30%,571818,500963,5045840,0.438758,0.948248
lib4787_C5TTJACXX,7385308,7385308,6320912,49.33682,0.500182,5656901,139438493,179187912,24001195,16071729,0.015526,0.382699,0.491794,0.065873,0.04411,0.874493,0.636353,7813226,7385311,94.50%,1064397,14.40%,422611,408242,4173682,0.467456,0.945232
lib4788_C5TTJACXX,7554814,7554814,6398915,49.333289,0.500607,4075305,135861997,187811765,26106881,18835717,0.010935,0.364543,0.503934,0.07005,0.05054,0.868477,0.670937,7975379,7554817,94.70%,1155900,15.30%,456734,421395,4783882,0.474078,0.947267
lib4789_C5TTJACXX,7458557,7458557,6559221,49.344663,0.50074,3274898,166035765,160003117,25638685,13077926,0.008898,0.451147,0.434756,0.069665,0.035535,0.885903,0.491073,7846699,7458560,95.10%,899337,12.10%,476056,388555,3413928,0.388232,0.950534
lib4790_C5TTJACXX,7951836,7951836,6881130,49.33288,0.500476,5311473,162680955,169397456,36064422,18822647,0.01354,0.41471,0.431832,0.091936,0.047983,0.846542,0.498906,8397813,7951839,94.70%,1070707,13.50%,660176,409058,4469068,0.390886,0.946894
lib4791_C5TTJACXX,5848106,5848106,4548033,49.303628,0.500288,4225886,90742674,138651755,26950847,27753230,0.014657,0.314725,0.480888,0.093474,0.096257,0.795613,0.760488,6244831,5848109,93.60%,1300074,22.20%,374254,324351,6721889,0.503531,0.936471
lib4792_C4W9KACXX,7350134,7350134,6397445,49.281402,0.500853,2352579,177334824,152897341,18694637,10937084,0.006495,0.489583,0.422116,0.051612,0.030195,0.911699,0.470539,8004355,7350137,91.80%,952690,13.00%,331133,393907,3425384,0.380211,0.918267
lib4793_C4W9KACXX,7103933,7103933,6115915,49.250168,0.500269,1717337,167044573,138602467,27993740,14505431,0.004909,0.477457,0.396162,0.080013,0.04146,0.873618,0.48837,7591670,7103936,93.60%,988019,13.90%,498763,392802,4024780,0.371393,0.935754
lib4794_C4W9KACXX,6244215,6244215,4258626,49.208008,0.499063,2708944,113785146,103167347,33972823,53624561,0.008816,0.370324,0.335767,0.110568,0.174526,0.706091,0.506966,6584150,6244218,94.80%,1985590,31.80%,293685,269460,12655282,0.487673,0.948371
lib4795_C4W9KACXX,7702849,7702849,6657065,49.279579,0.500499,1868532,180355015,158712538,24894900,13753155,0.004923,0.475139,0.418122,0.065585,0.036232,0.893261,0.476528,8113329,7702852,94.90%,1045785,13.60%,445583,406325,4005467,0.367051,0.949407
lib4796_C4W9KACXX,7795756,7795756,6483634,49.26869,0.500474,4317500,155083681,170479489,30727829,23467887,0.011241,0.403784,0.443869,0.080005,0.061102,0.847653,0.542928,8230319,7795759,94.70%,1312123,16.80%,491830,409358,5961414,0.447934,0.9472
lib4797_C4W9KACXX,8332559,8332559,7413466,49.294099,0.500544,2388929,187510338,178677517,29841666,12317564,0.005816,0.456523,0.435018,0.072654,0.029989,0.891541,0.4828,8812744,8332562,94.60%,919094,11.00%,581723,456183,3233329,0.395361,0.945512
lib4798_C4W9KACXX,8485097,8485097,7394332,49.269447,0.500427,1852131,200109643,168676020,30734503,16674377,0.00443,0.478678,0.403486,0.073519,0.039886,0.882164,0.452952,8944621,8485100,94.90%,1090766,12.90%,549225,444695,4400091,0.377655,0.948626
lib4799_C4W9KACXX,7661614,7661614,6474330,49.271643,0.500598,4136356,157365512,168665301,28120643,19202794,0.010958,0.416873,0.446807,0.074494,0.05087,0.86368,0.526051,8106098,7661617,94.50%,1187285,15.50%,473601,420216,5067690,0.419975,0.945167
lib4800_C4W9KACXX,8270295,8270295,7250427,49.279337,0.500904,5399016,180165758,171574248,34438022,15967828,0.013248,0.442076,0.420995,0.084501,0.039181,0.863072,0.479995,8716881,8270298,94.90%,1019869,12.30%,641377,422585,3953856,0.385474,0.948768
lib4801_C4W9KACXX,6811036,6811036,5895878,49.288956,0.500788,4657376,139281465,143823672,30883309,17054378,0.013874,0.414899,0.428429,0.091997,0.050802,0.843328,0.496353,7228690,6811039,94.20%,915159,13.40%,568200,342695,3866765,0.378734,0.942223
lib4802_C4W9KACXX,8080705,8080705,7056247,49.281994,0.500756,4122480,179241613,159089269,35753930,20016365,0.010352,0.450103,0.399498,0.089784,0.050264,0.849601,0.458618,8529628,8080708,94.70%,1024459,12.70%,657478,400024,4530052,0.38612,0.947369
lib4803_C4W9KACXX,7933974,7933974,7069293,49.271331,0.50021,2912410,185242454,156631272,32037549,14085302,0.00745,0.473876,0.400685,0.081957,0.036032,0.874561,0.450906,8398643,7933977,94.50%,864682,10.90%,609167,409635,3368019,0.36587,0.944673
lib4804_C4W9KACXX,7601218,7601218,6560542,49.264785,0.500097,3284550,166908844,159082871,28032265,17155399,0.008771,0.445728,0.424829,0.07486,0.045813,0.870556,0.495148,8101495,7601221,93.80%,1040677,13.70%,484737,411481,4376830,0.399321,0.938249
lib4805_C4W9KACXX,7973171,7973171,6852429,49.280883,0.500623,3985017,168412188,177233470,27074045,16210480,0.010142,0.428623,0.451073,0.068906,0.041257,0.879696,0.537215,8415334,7973174,94.70%,1120743,14.10%,474787,444502,4386533,0.420372,0.947457
lib4806_C4W9KACXX,8457961,8457961,7424403,49.281923,0.50065,3330377,186420961,175203973,34922374,16936754,0.00799,0.447252,0.420341,0.083784,0.040634,0.867593,0.476895,8945300,8457964,94.60%,1033559,12.20%,660557,441446,4094632,0.390759,0.94552
lib4807_C4W9KACXX,1318325,1318325,1180898,49.295657,0.500928,487164,27476336,28658457,6143942,2220538,0.007496,0.422801,0.440992,0.094542,0.034169,0.863793,0.593165,1442957,1318328,91.40%,137428,10.40%,122580,66708,491695,0.193046,0.913627
lib4808_C5TTJACXX,8125801,8125801,6871256,49.383552,0.500407,4040798,193756137,162023209,21860518,19591647,0.01007,0.482855,0.403774,0.054478,0.048824,0.886629,0.479963,8558606,8125804,94.90%,1254546,15.40%,323547,427100,5439538,0.450314,0.94943
lib4809_C5TTJACXX,5785066,5785066,4538402,49.320928,0.501564,997149,132246124,107687662,18539753,25848033,0.003495,0.463503,0.377429,0.064979,0.090594,0.840933,0.593321,6347373,5785069,91.10%,1246665,21.50%,195791,318903,6725550,0.471193,0.911411
lib4810_C5TTJACXX,6417977,6417977,5090170,49.325741,0.500808,2437043,130935438,123818091,29162459,30211375,0.007698,0.413614,0.391131,0.092122,0.095435,0.804745,0.624731,7018970,6417980,91.40%,1327808,20.70%,400828,360256,7259599,0.471116,0.914376
lib4811_C5TTJACXX,6413422,6413422,5355760,49.327148,0.500183,1106800,149224644,118627417,26187394,21203337,0.003499,0.471708,0.374988,0.08278,0.067025,0.846697,0.567754,6994840,6413425,91.70%,1057663,16.50%,411949,332839,5303256,0.399403,0.916879
lib4812_C5TTJACXX,7989026,7989026,6917588,49.383322,0.500142,3794093,183978963,146148910,39137142,21456917,0.009617,0.466341,0.370451,0.099203,0.054388,0.836793,0.434982,8418730,7989029,94.90%,1071439,13.40%,699589,389639,4921245,0.354522,0.948959
lib4813_C5TTJACXX,7453013,7453013,6125122,49.353656,0.500536,3937463,163799890,134417677,36937786,28733590,0.010705,0.445319,0.365438,0.100422,0.078117,0.810757,0.517454,8018063,7453016,93.00%,1327892,17.80%,577051,389428,6842443,0.419792,0.929528
