libId,TOTAL_READS,PF_READS,PF_HQ_ALIGNED_READS,MEAN_READ_LENGTH,STRAND_BALANCE,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,MEDIAN_CV_COVERAGE,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,alignment_not_unique,PERCENT_DUPLICATION,mapped_reads_w_dups
lib3351_C4K47ACXX,5986159,5986159,1846534,48.956053,0.500394,2627963,33863698,62715677,58211073,135634177,0.008968,0.115555,0.214008,0.198637,0.462832,0.329563,1.141061,6417845,5986162,93.30%,4139626,69.20%,166984,145195,30561646,0.817681,0.932737
lib3352_C4K47ACXX,15249762,15249762,12120195,49.248783,0.500483,6613767,333988581,300015116,51913200,58485882,0.008806,0.444716,0.399479,0.069124,0.077876,0.844194,0.483317,16017141,15249765,95.20%,3129568,20.50%,635569,809440,15687856,0.517696,0.95209
lib3353_C4K47ACXX,12998948,12998948,9606347,49.249024,0.501241,3491659,218328931,307245190,44779672,66319138,0.005454,0.341051,0.479947,0.06995,0.103597,0.820999,0.762941,13692894,12998951,94.90%,3392602,26.10%,386870,727933,17768037,0.665005,0.949321
lib3354_C4K47ACXX,14040908,14040908,10933674,49.262729,0.500686,3474358,299150899,296522744,36675275,55852069,0.005023,0.432502,0.428703,0.053024,0.080749,0.861205,0.515663,14727576,14040911,95.30%,3107235,22.10%,308839,773750,15645550,0.554301,0.953375
lib3355_C4K47ACXX,14835273,14835273,12095344,49.258403,0.500609,7073000,326232276,300855487,43608744,52974772,0.009679,0.446439,0.411711,0.059677,0.072494,0.85815,0.465405,15540050,14835276,95.50%,2739930,18.50%,523864,745923,13747423,0.528142,0.954648
lib3357_C4K47ACXX,13756181,13756181,10659121,49.259593,0.500683,3365975,304967503,271051708,39686859,58539198,0.004967,0.450063,0.400011,0.058569,0.086391,0.850073,0.489678,14386254,13756184,95.60%,3097061,22.50%,356227,707533,15962395,0.524095,0.956203
lib3358_C4K47ACXX,13085446,13085446,10330526,49.263259,0.500789,3535792,287021739,259867824,42985150,51208650,0.005485,0.445258,0.403134,0.066683,0.07944,0.848392,0.491675,13753931,13085449,95.10%,2754921,21.10%,502936,716594,13826946,0.502763,0.951397
lib3360_C4K47ACXX,13837010,13837010,11263470,49.288067,0.500839,3789925,320840093,283835430,35193101,38327110,0.005557,0.47045,0.41619,0.051604,0.056199,0.88664,0.491079,14523528,13837013,95.30%,2573541,18.60%,437380,752601,11563207,0.498155,0.952731
lib3369_C4K47ACXX,14214799,14214799,11154309,49.259181,0.500747,3174849,311647064,294465680,36715147,54188077,0.004534,0.445089,0.420551,0.052436,0.077391,0.86564,0.497346,14907676,14214802,95.40%,3060491,21.50%,324827,772525,15243857,0.536577,0.953522
lib3370_C4K47ACXX,13444049,13444049,10534167,49.269053,0.500689,2710973,291279275,276463062,36109328,55797991,0.004093,0.43976,0.417391,0.054516,0.084241,0.857151,0.490019,14110183,13444052,95.30%,2909883,21.60%,314474,726521,15087809,0.529982,0.952791
lib3373_C4K47ACXX,13508121,13508121,10470823,49.260135,0.500523,7969559,266581029,270455013,55918844,64473015,0.011977,0.400635,0.406457,0.084038,0.096894,0.807091,0.509246,14199453,13508124,95.10%,3037299,22.50%,687183,681093,16230287,0.520184,0.951313
lib3377_C4K47ACXX,14433067,14433067,11325798,49.264959,0.50111,3621696,316931094,294910441,41223797,54339885,0.005094,0.445737,0.414767,0.057978,0.076425,0.860504,0.515248,15188987,14433070,95.00%,3107270,21.50%,427358,840394,15212077,0.534836,0.950232
lib3379_C4K47ACXX,13779587,13779587,8915964,49.193923,0.501522,6736349,218096072,265187747,65926408,121907436,0.009938,0.321745,0.391217,0.097258,0.179843,0.712962,0.633177,14415152,13779590,95.60%,4863624,35.30%,394107,640503,29780513,0.62264,0.95591
lib3382_C4K47ACXX,13613446,13613446,10772916,49.2768,0.500691,3970910,305493001,272767336,39562743,49018361,0.00592,0.455408,0.406623,0.058977,0.073073,0.86203,0.490324,14250793,13613449,95.50%,2840531,20.90%,445947,715721,13792638,0.505463,0.955276
lib3383_C4K47ACXX,13986979,13986979,11319913,49.262594,0.500842,3363612,318567364,287960836,34550320,44577494,0.004882,0.462349,0.417929,0.050144,0.064697,0.880278,0.490596,14695918,13986982,95.20%,2667067,19.10%,380420,769569,12704283,0.511035,0.951759
lib3385_C4K47ACXX,14799944,14799944,11545988,49.24623,0.50097,4661050,324119525,296135490,44233895,59674279,0.006395,0.444716,0.40632,0.060692,0.081877,0.851035,0.490172,15525190,14799947,95.30%,3253957,22.00%,446133,762632,16376467,0.524481,0.953286
lib3387_C4K47ACXX,14132569,14132569,10836934,49.236079,0.500536,5132834,285176331,287663648,48546391,69297242,0.007377,0.409845,0.41342,0.069769,0.099591,0.823264,0.503556,14798328,14132572,95.50%,3295636,23.30%,473808,711323,17863159,0.534443,0.955011
lib3389_C4K47ACXX,14421172,14421172,11379336,49.261134,0.500834,3675874,323204276,284919731,42915526,55673207,0.005174,0.454968,0.401076,0.060411,0.07837,0.856044,0.486158,15083666,14421175,95.60%,3041837,21.10%,448239,767907,15270036,0.517439,0.956079
lib3393_C4K47ACXX,14489510,14489510,11621867,49.2671,0.50099,4009824,317256009,294193331,47680401,50700668,0.005617,0.444436,0.412128,0.066794,0.071025,0.856564,0.490097,15232110,14489513,95.10%,2867644,19.80%,611243,774412,13852191,0.496142,0.951248
lib3395_C4K47ACXX,13637966,13637966,10250487,49.247343,0.500771,5068358,270666542,276621437,49104097,70157047,0.007546,0.403007,0.411874,0.073113,0.10446,0.814881,0.532327,14286487,13637969,95.50%,3387480,24.80%,467147,723175,18264351,0.55399,0.954606
lib3401_C4K47ACXX,13529867,13529867,10928788,49.258576,0.500597,6006095,292343830,272261510,47047644,48786962,0.009012,0.438661,0.408528,0.070595,0.073205,0.847189,0.478128,14374292,13529870,94.10%,2601080,19.20%,625980,710507,12909444,0.498342,0.941254
lib3405_C4K47ACXX,13858281,13858281,10770443,49.24542,0.500569,4561805,288818483,276707158,50436601,61917918,0.006685,0.423213,0.405466,0.073906,0.09073,0.82868,0.498824,14558478,13858284,95.20%,3087839,22.30%,576979,713046,16192614,0.513326,0.951905
lib3408_C4K47ACXX,14434167,14434167,11149560,49.268717,0.501042,5407052,315398696,282525290,47145167,60663542,0.007603,0.443512,0.397285,0.066295,0.085305,0.840797,0.508066,15183267,14434170,95.10%,3284608,22.80%,511831,831777,16590006,0.540601,0.950663
lib3411_C4K47ACXX,11281153,11281153,8891124,49.255351,0.500779,4145691,232230689,242470762,34038202,42758013,0.007461,0.417949,0.436379,0.061259,0.076952,0.854328,0.529196,11916907,11281156,94.70%,2390030,21.20%,373612,603161,11812438,0.519488,0.946651
lib3413_C4K47ACXX,14001740,14001740,11199782,49.262089,0.500613,2716504,317057001,279228376,40630641,50105501,0.003938,0.459678,0.404833,0.058907,0.072644,0.86451,0.481224,14779970,14001743,94.70%,2801959,20.00%,466674,748871,13852099,0.502208,0.947346
lib3417_C4K47ACXX,14104126,14104126,11176228,49.266395,0.500834,4296700,309018378,293759284,37478273,50289015,0.006184,0.444732,0.422772,0.053938,0.072375,0.867504,0.498752,14883626,14104129,94.80%,2927899,20.80%,374119,780610,14293649,0.540815,0.947627
lib3421_C4K47ACXX,14250588,14250588,11429591,49.264765,0.500973,3595309,320417930,292809378,38056372,47155188,0.005121,0.456414,0.417087,0.054209,0.067169,0.873501,0.486625,15049087,14250591,94.70%,2820998,19.80%,428598,749232,13562616,0.512933,0.94694
lib3553_H32508XX,35781945,35781945,31717177,49.364975,0.476694,34298901,730688932,742785358,192535552,66033548,0.019418,0.413674,0.420522,0.109002,0.037384,0.834196,0.597261,37316158,35781948,95.90%,4064769,11.40%,3797271,1530311,14538860,0.653693,0.958886
lib3554_H32508XX,34207335,34207335,30586747,49.362616,0.47827,23930567,695999158,665471111,231906642,71227266,0.014172,0.412191,0.394112,0.137342,0.042183,0.806303,0.567509,35695855,34207338,95.80%,3620589,10.60%,4618412,1373550,13987255,0.618385,0.9583
lib3555_H32508XX,37372386,37372386,33505153,49.316802,0.482754,22452833,809312983,758816388,195495708,56977225,0.012182,0.439115,0.411717,0.106072,0.030915,0.850832,0.563103,38957352,37372389,95.90%,3867234,10.30%,3933412,1670627,12700898,0.639352,0.959315
lib3556_H32508XX,33768495,33768495,29919443,49.378155,0.472932,22408138,658864300,691537068,219455162,75131903,0.013439,0.395146,0.414741,0.131616,0.045059,0.809886,0.608932,35212392,33768498,95.90%,3849053,11.40%,4350049,1398499,14920630,0.619239,0.958995
lib3557_H32508XX,34121416,34121416,30870830,49.322964,0.488726,13803229,740226735,691200921,184715857,52994532,0.008202,0.439841,0.41071,0.109758,0.031489,0.850551,0.56266,35647680,34121419,95.70%,3250587,9.50%,3777718,1479311,10839136,0.632611,0.957185
lib3558_H32508XX,33114571,33114571,29574999,49.388661,0.487888,14858124,706312006,683268011,178997771,52020080,0.009085,0.431875,0.417785,0.109448,0.031808,0.849659,0.599686,34569456,33114574,95.80%,3539573,10.70%,3627886,1456367,11670415,0.619523,0.957914
lib3563_H32507XX,32966643,32966643,28598163,49.319767,0.481675,22430604,680315490,736538676,130569884,56019867,0.013796,0.418431,0.453011,0.080308,0.034455,0.871442,0.655817,34576233,32966646,95.30%,4368481,13.30%,2486924,1596275,15255128,0.683629,0.953448
lib3577_H32508XX,39411687,39411687,35337417,49.423202,0.486342,25187957,810216651,899945651,156416477,56041672,0.012931,0.415963,0.46203,0.080304,0.028772,0.877993,0.648803,41045047,39411690,96.00%,4074271,10.30%,3140931,1762899,13056345,0.711069,0.960206
lib3578_H32508XX,33599006,33599006,30092036,49.421627,0.48497,21679937,707403871,707950211,170863785,52590586,0.013056,0.426022,0.426351,0.1029,0.031672,0.852372,0.598538,34982057,33599009,96.00%,3506971,10.40%,3466794,1452074,11642854,0.637309,0.960464
lib3579_H32507XX,30837101,30837101,27670288,49.340705,0.482642,21223019,653930546,633627821,164916036,47800776,0.013949,0.429794,0.41645,0.108391,0.031417,0.846244,0.582549,32202706,30837104,95.80%,3166814,10.30%,3347399,1339611,10366215,0.613565,0.957593
lib3580_H32507XX,32595683,32595683,29137913,49.294741,0.482409,19501314,713704001,644230093,176327095,53006986,0.012137,0.444186,0.400948,0.10974,0.03299,0.845133,0.566377,34019956,32595686,95.80%,3457771,10.60%,3505382,1455137,12021611,0.626346,0.958134
lib3591_V09914XX,41086613,41086613,36658637,49.263667,0.486397,21766614,885723575,854440302,198330685,63780888,0.010754,0.437601,0.422146,0.097987,0.031512,0.859747,0.581292,42934181,41086616,95.70%,4427977,10.80%,3944581,1803803,15125134,0.67196,0.956967
lib3592_V09914XX,31416146,31416146,28250223,49.216274,0.483401,18302418,640539288,645787172,189394741,52135754,0.011837,0.414278,0.417672,0.122494,0.03372,0.83195,0.575248,32906634,31416149,95.50%,3165924,10.10%,3858386,1325002,10633395,0.613849,0.954706
lib3595_V09914XX,32354660,32354660,28800152,49.331401,0.490021,17749773,697747594,681590077,150746633,48237556,0.011121,0.437166,0.427042,0.094449,0.030223,0.864208,0.596932,33747098,32354663,95.90%,3554509,11.00%,3022268,1460021,11727862,0.636387,0.958739
lib3596_H32507XX,29182547,29182547,26118040,49.35234,0.491066,14404632,628551257,597869509,155332103,44043845,0.010002,0.436433,0.415129,0.107854,0.030582,0.851562,0.579937,30435947,29182550,95.90%,3064508,10.50%,3154723,1274970,10060765,0.598115,0.958818
lib3599_H32507XX,31403625,31403625,27819169,49.317177,0.481274,26995408,692022929,640946073,140334124,48413777,0.017431,0.446838,0.413858,0.090613,0.031261,0.860695,0.583588,32711913,31403628,96.00%,3584457,11.40%,2781486,1370023,12040997,0.636906,0.960006
lib3602_H32508XX,38259037,38259037,34273852,49.38139,0.4828,23077399,757161463,790530561,242564083,75913564,0.012215,0.400774,0.418437,0.128392,0.040182,0.819211,0.590457,39888119,38259040,95.90%,3985186,10.40%,4893910,1550136,14653325,0.641411,0.959159
lib3603_H32508XX,35607871,35607871,32139254,49.358684,0.485334,20381582,738618172,722509150,218297633,57719327,0.011597,0.42026,0.411095,0.124207,0.032841,0.831355,0.571751,37134545,35607874,95.90%,3468618,9.70%,4452224,1505928,11476504,0.615558,0.958888
lib3605_H32507XX,38770130,38770130,34131919,49.363303,0.48014,31677402,823987368,840830217,160563104,56725274,0.016552,0.430554,0.439355,0.083898,0.02964,0.86991,0.627374,40327548,38770133,96.10%,4638212,12.00%,3157065,1686363,15039539,0.674772,0.961381
lib3606_H32507XX,37563289,37563289,33125760,49.324836,0.486341,22139635,818405925,790200580,166296325,55727457,0.011949,0.44172,0.426497,0.089756,0.030078,0.868217,0.596176,39088809,37563292,96.10%,4437530,11.80%,3300648,1693101,14704148,0.653006,0.960973
lib3609_H32507XX,31197958,31197958,27705961,49.316056,0.49228,11358691,665726507,676181950,138743216,46520853,0.007383,0.432703,0.439498,0.090179,0.030237,0.872201,0.605123,32496483,31197961,96.00%,3491998,11.20%,2747387,1464977,11653338,0.631788,0.960041
lib3611_H32508XX,29383930,29383930,26117824,49.365295,0.479148,24291570,593270340,622670748,162144658,48143668,0.016747,0.409005,0.429274,0.111784,0.033191,0.838279,0.619895,30638186,29383933,95.90%,3266107,11.10%,3271765,1291871,10631873,0.606232,0.959062
lib3620_H32507XX,32363999,32363999,29006326,49.348478,0.481694,25439362,691974133,665137283,162769953,51765112,0.015929,0.433273,0.41647,0.101917,0.032412,0.849743,0.583726,34151753,32364002,94.80%,3357674,10.40%,3288914,1398373,11231220,0.640065,0.947653
lib3621_H32507XX,34332751,34332751,30976005,49.346334,0.486621,23599465,741315899,710311283,167982699,50956871,0.01393,0.43757,0.419269,0.099154,0.030078,0.856839,0.575113,35750231,34332754,96.00%,3356747,9.80%,3420283,1521369,10906020,0.650942,0.96035
lib3630_V09914XX,29878862,29878862,26716502,49.309453,0.488554,18106267,669398916,632412265,114148567,39218292,0.01229,0.454358,0.429254,0.077479,0.02662,0.883612,0.592525,31091655,29878865,96.10%,3162361,10.60%,2268242,1352957,10195686,0.643424,0.960993
lib3631_H32507XX,34237695,34237695,30790828,49.305645,0.487986,20178078,758470499,723568726,139635907,46227346,0.011953,0.44931,0.428634,0.082719,0.027385,0.877944,0.588135,35637129,34237698,96.10%,3446868,10.10%,2786317,1588688,11124458,0.651956,0.960731
lib3632_H32507XX,31148218,31148218,27618853,49.330189,0.480908,25350999,693664721,625555922,144739964,47210856,0.016499,0.451451,0.407125,0.0942,0.030726,0.858576,0.587644,32395151,31148221,96.20%,3529366,11.30%,2869374,1343311,11752923,0.631146,0.961509
lib3633_V09914XX,32983866,32983866,28950650,49.246677,0.482469,26088652,731442478,683497908,134250221,49038898,0.016061,0.450308,0.420791,0.08265,0.03019,0.871098,0.598005,34326533,32983869,96.10%,4033217,12.20%,2626109,1464121,13435700,0.646579,0.960885
lib4663_C4W9KACXX,6701852,6701852,4961393,49.280964,0.499887,4394372,101455254,152957429,30090470,41364711,0.013306,0.307196,0.46314,0.091111,0.125248,0.770336,0.769532,7111627,6701855,94.20%,1740460,26.00%,329322,356484,9892151,0.560448,0.94238
lib4664_C4W9KACXX,8048320,8048320,6979093,49.320725,0.500537,3453914,171098418,158634855,43158052,20593870,0.008701,0.431045,0.399646,0.108727,0.051882,0.83069,0.461634,8519240,8048323,94.50%,1069228,13.30%,802799,396507,4649266,0.343299,0.944723
lib4665_C4W9KACXX,7524186,7524186,6907474,49.327282,0.5004,4557816,135055650,134971027,79698196,16854684,0.012281,0.363897,0.363669,0.214741,0.045414,0.727566,0.437749,8057444,7524189,93.40%,616713,8.20%,1647758,301090,2212671,0.254121,0.933818
lib4666_C4W9KACXX,8307782,8307782,6807619,49.308852,0.50057,1622594,184574414,166830437,30354325,26255496,0.003961,0.45058,0.407264,0.074101,0.064095,0.857844,0.490159,8763620,8307785,94.80%,1500164,18.10%,448490,435018,7099084,0.413806,0.947985
lib4667_C4W9KACXX,8212950,8212950,6909883,49.317169,0.500241,2662004,174883021,162127675,39766572,25589722,0.006572,0.431779,0.400287,0.098182,0.06318,0.832066,0.464663,8687972,8212953,94.50%,1303068,15.90%,681016,397243,6177790,0.376364,0.945324
lib4668_C4W9KACXX,7927232,7927232,6706012,49.317589,0.500237,3550282,171513950,161270555,33294835,21311467,0.009081,0.438721,0.412519,0.085166,0.054513,0.85124,0.474058,8372392,7927235,94.70%,1221221,15.40%,568283,391535,5392530,0.386509,0.94683
lib4669_C4W9KACXX,7979209,7979209,6756303,49.312846,0.500229,6720320,162520007,169377269,29924991,24923990,0.01708,0.413047,0.430475,0.076055,0.063345,0.843522,0.523008,8429803,7979212,94.70%,1222907,15.30%,483278,403533,5824846,0.462496,0.946548
lib4670_C4W9KACXX,7329205,7329205,6163525,49.315183,0.500515,5183921,150796218,151336070,32144772,21971023,0.014343,0.417219,0.418713,0.088937,0.060789,0.835932,0.518528,7734442,7329208,94.80%,1165681,15.90%,536408,377952,5320814,0.429569,0.947606
lib4671_C4W9KACXX,8538777,8538777,7216167,49.315058,0.500729,4560910,180565526,167390296,41593588,26969397,0.010831,0.428816,0.397527,0.098779,0.064048,0.826343,0.466928,9015675,8538780,94.70%,1322611,15.50%,704655,428579,6317613,0.389662,0.947103
lib4672_C4W9KACXX,8278277,8278277,6978144,49.318014,0.500539,5523510,182702806,163722919,33613618,22695293,0.013529,0.447519,0.401029,0.082334,0.055591,0.848547,0.469069,8747065,8278280,94.60%,1300134,15.70%,553342,419617,5798406,0.398753,0.946406
lib4673_C4W9KACXX,7469761,7469761,6307087,49.31605,0.500375,4994009,152307794,161334383,29336346,20396253,0.013557,0.413466,0.43797,0.079639,0.055369,0.851436,0.538361,7894539,7469764,94.60%,1162675,15.60%,488756,404186,5117228,0.429027,0.946193
lib4674_C4W9KACXX,8013079,8013079,6962312,49.316417,0.500241,3887321,172051062,155492380,43174264,20561673,0.009837,0.435389,0.393486,0.109256,0.052033,0.828875,0.452348,8470511,8013082,94.60%,1050768,13.10%,799979,383792,4607795,0.34203,0.945997
lib4675_C4W9KACXX,8366276,8366276,7099343,49.307416,0.500817,5439761,180585271,157400681,43783621,25300362,0.013187,0.437773,0.381569,0.10614,0.061333,0.819342,0.460508,8833285,8366279,94.70%,1266934,15.10%,759086,398913,5913782,0.37537,0.947131
lib4676_C4W9KACXX,8209500,8209500,7033107,49.319264,0.500634,4297283,176800256,166785257,36454906,20537875,0.010614,0.436678,0.411942,0.09004,0.050726,0.848621,0.476356,8670816,8209503,94.70%,1176394,14.30%,643366,425243,5045512,0.380271,0.946797
lib4677_C4W9KACXX,8053457,8053457,6840584,49.314121,0.500388,1660577,198569216,164841165,16479609,15588596,0.004181,0.499999,0.415072,0.041496,0.039252,0.915071,0.476037,8476727,8053460,95.00%,1212874,15.10%,228357,450697,4928036,0.418334,0.950067
lib4678_C4W9KACXX,7077949,7077949,5691016,49.305262,0.500889,1700818,154873777,151686336,18272212,22438110,0.004874,0.443801,0.434667,0.05236,0.064298,0.878469,0.535113,7507231,7077952,94.30%,1386934,19.60%,204394,395867,6489588,0.464266,0.942818
lib4679_C4W9KACXX,7501208,7501208,6340381,49.312394,0.500299,2036730,166831812,159670963,24491112,16862054,0.005506,0.451028,0.431669,0.066211,0.045586,0.882696,0.495858,7938531,7501211,94.50%,1160828,15.50%,405017,391295,4829318,0.411844,0.944911
lib4680_C5TTJACXX,7474944,7474944,6439905,49.362725,0.500517,1034854,181725681,145557535,26338301,14318730,0.002805,0.492515,0.394492,0.071382,0.038807,0.887007,0.472321,7869651,7474947,95.00%,1035040,13.80%,469918,384726,4125025,0.354049,0.949844
lib4681_C5TTJACXX,7728091,7728091,6426657,49.35323,0.500602,4110350,160463893,167477208,26416196,22928840,0.010777,0.420728,0.439116,0.069262,0.060118,0.859844,0.556122,8134147,7728094,95.00%,1301435,16.80%,393801,447107,5937756,0.444525,0.95008
lib4682_C5TTJACXX,7587539,7587539,6316217,49.355857,0.500204,4425266,154006558,156075736,34426135,25546453,0.011817,0.411255,0.41678,0.091931,0.068219,0.828035,0.505077,8008766,7587542,94.70%,1271323,16.80%,551319,391295,6156850,0.406205,0.947404
lib4683_C5TTJACXX,7656746,7656746,6320761,49.351589,0.500264,5322030,156191289,160028180,31316782,25004655,0.014085,0.413355,0.423509,0.082879,0.066174,0.836864,0.509596,8072831,7656749,94.80%,1335986,17.40%,485457,390814,6270852,0.421119,0.948459
lib4684_C5TTJACXX,7757546,7757546,6603471,49.354209,0.500423,4729994,162820245,156731483,35545827,23031342,0.012354,0.425275,0.409372,0.092843,0.060156,0.834647,0.474431,8182326,7757549,94.80%,1154076,14.90%,613494,377067,5354706,0.393592,0.948086
lib4685_C5TTJACXX,7992033,7992033,6974134,49.358657,0.500777,3871803,172216167,163625312,36993362,17759958,0.009815,0.43658,0.414802,0.093781,0.045023,0.851382,0.48181,8410634,7992036,95.00%,1017900,12.70%,682126,392959,4206617,0.374775,0.95023
lib4686_C5TTJACXX,8722875,8722875,7511006,49.350997,0.50057,6816564,188365736,177446938,35561231,22281041,0.015835,0.437581,0.412216,0.08261,0.05176,0.849796,0.47668,9187746,8722878,94.90%,1211870,13.90%,616853,435037,5301121,0.425502,0.949403
lib4687_C5TTJACXX,7621209,7621209,6462704,49.356445,0.5006,5161125,153138862,170476541,28976664,18392775,0.013721,0.407127,0.45322,0.077036,0.048898,0.860346,0.557197,8056645,7621212,94.60%,1158506,15.20%,498900,421628,4764344,0.439793,0.945953
lib4688_C5TTJACXX,5479120,5479120,4747163,49.299551,0.50051,2844127,116943515,116167199,21195092,12962220,0.010529,0.432945,0.430071,0.078468,0.047988,0.863015,0.63496,6020349,5479123,91.00%,731958,13.40%,382773,309275,3109565,0.441947,0.9101
lib4689_C5TTJACXX,7478589,7478589,6516594,49.354744,0.500214,5610832,161612797,147187379,35661420,19022647,0.015202,0.437863,0.39878,0.096619,0.051539,0.836642,0.451831,7908029,7478592,94.60%,961996,12.90%,655528,362466,4200554,0.369538,0.945696
lib4690_C5TTJACXX,7550074,7550074,6260892,49.356345,0.500814,3415909,153759811,151270833,36792082,27396842,0.009167,0.412628,0.405949,0.098735,0.073522,0.818577,0.501362,7966545,7550077,94.80%,1289183,17.10%,599592,391229,6429714,0.395896,0.947723
lib4691_C5TTJACXX,7996622,7996622,6871077,49.355378,0.500633,3704848,168207503,155970979,43467519,23315877,0.009387,0.426202,0.395197,0.110137,0.059077,0.821399,0.451948,8452256,7996625,94.60%,1125546,14.10%,782910,381375,5228836,0.362766,0.946093
lib4692_C5TTJACXX,7933029,7933029,6869728,49.356533,0.500153,4546818,168207980,148470256,48219104,22094066,0.011613,0.429609,0.379198,0.123153,0.056429,0.808806,0.441003,8396216,7933032,94.50%,1063302,13.40%,897583,370045,4801002,0.335005,0.944834
lib4693_C5TTJACXX,7627295,7627295,6746919,49.361356,0.500106,2888858,166291017,162143532,31326582,13833982,0.007673,0.441695,0.430679,0.083208,0.036745,0.872374,0.482927,8059880,7627298,94.60%,880377,11.50%,597757,399349,3334840,0.384348,0.946329
lib4694_C5TTJACXX,9141608,9141608,7679806,49.355377,0.500998,1758195,223716441,182516949,22741546,20443452,0.003897,0.495851,0.404536,0.050405,0.045311,0.900387,0.476806,9609444,9141611,95.10%,1461803,16.00%,340174,488022,6187011,0.424815,0.951315
lib4695_C5TTJACXX,8785541,8785541,7343383,49.357375,0.50052,1898755,200986868,192318890,20886384,17528475,0.004379,0.46351,0.44352,0.048168,0.040424,0.90703,0.510067,9248457,8785544,95.00%,1442159,16.40%,312029,468615,5709708,0.459534,0.949947
lib4696_C64RUACXX,7435885,7435885,6363405,49.197916,0.500719,4636518,151163451,163458936,29096803,17464999,0.012674,0.413218,0.446829,0.079539,0.047742,0.860046,0.548759,7889454,7435888,94.30%,1072481,14.40%,512969,407643,4417816,0.410983,0.942509
lib4697_C64RUACXX,12078795,12078795,10323539,49.194189,0.500567,9372877,254685681,252167832,48031051,29932842,0.015774,0.428627,0.42439,0.080835,0.050376,0.853017,0.489184,12825407,12078798,94.20%,1755257,14.50%,830987,635386,7474399,0.450523,0.941786
lib4698_C64RUACXX,10092818,10092818,8762465,49.205223,0.500186,5018334,209092641,208360739,49783480,24351335,0.010105,0.421043,0.419569,0.100247,0.049036,0.840613,0.480079,10676844,10092821,94.50%,1330354,13.20%,933476,503110,5615489,0.387984,0.9453
lib4699_C64RUACXX,3741373,3741373,3151225,49.202674,0.500612,2188399,76660365,85303307,11502250,8426897,0.011888,0.416449,0.463401,0.062485,0.045778,0.87985,0.571948,4002378,3741376,93.50%,590149,15.80%,185664,210218,2403005,0.347327,0.934788
lib4700_C64RUACXX,4238603,4238603,3564251,49.205874,0.50073,1722216,85923388,95814714,14564870,10534147,0.008258,0.411986,0.459413,0.069836,0.050509,0.871398,0.564675,4525081,4238606,93.70%,674353,15.90%,239367,235673,2855458,0.349836,0.936691
lib4701_C64RUACXX,4968594,4968594,4200454,49.208265,0.500087,1209689,112656678,105464513,14953023,10206372,0.004948,0.460782,0.431365,0.06116,0.041746,0.892147,0.507478,5277122,4968597,94.20%,768141,15.50%,248955,255831,3088925,0.348345,0.941535
lib4702_C64RUACXX,3975182,3975182,3336797,49.213278,0.500542,929691,94491517,80530562,10550045,9125755,0.004752,0.483018,0.411653,0.053929,0.046649,0.89467,0.508803,4223089,3975185,94.10%,638386,16.10%,155865,208221,2724110,0.327772,0.941297
lib4703_C64RUACXX,3304216,3304216,2611847,49.175081,0.500458,698680,70661182,69364256,9123212,12634218,0.0043,0.434888,0.426906,0.056149,0.077758,0.861793,0.550371,3553708,3304219,93.00%,692370,21.00%,90083,176944,3477049,0.359628,0.929794
lib4704_C64RUACXX,16726929,16726929,14829224,49.205023,0.500298,7485554,377629995,306491944,97170744,34249812,0.009095,0.45883,0.372396,0.118065,0.041614,0.831226,0.416316,17681655,16726932,94.60%,1897706,11.30%,1888419,776582,7582290,0.393813,0.946005
lib4705_C64RUACXX,13270042,13270042,11788625,49.200201,0.499969,5862864,288337077,263928402,67619616,27122730,0.00898,0.441645,0.404259,0.103573,0.041544,0.845904,0.450528,14031398,13270045,94.60%,1481418,11.20%,1312986,632473,5961771,0.402976,0.945739
lib4706_C64RUACXX,10821709,10821709,9383939,49.198721,0.500114,2852185,252599760,209066392,43553023,24330792,0.005357,0.474453,0.392685,0.081805,0.0457,0.867139,0.437869,11479158,10821712,94.30%,1437771,13.30%,787650,530284,6138520,0.386413,0.942727
lib4707_C64RUACXX,10421751,10421751,8752742,49.193501,0.500305,6238853,203638567,227873210,42997151,31920682,0.012169,0.397213,0.444485,0.083869,0.062264,0.841698,0.54509,11047669,10421754,94.30%,1669010,16.00%,707174,548671,7779745,0.469253,0.943344
lib4708_C64RUACXX,6250155,6250155,5230216,49.196244,0.500709,4018600,127790834,136682363,22451972,16532585,0.01307,0.415612,0.44453,0.07302,0.053769,0.860143,0.543092,6704280,6250158,93.20%,1019940,16.30%,360251,338434,4425014,0.403733,0.932263
lib4709_C64RUACXX,3234426,3234426,2678841,49.17789,0.500066,1719267,58984494,71428532,13832138,13094034,0.010809,0.370836,0.449071,0.086963,0.082322,0.819907,0.635869,3584198,3234429,90.20%,555586,17.20%,215783,156333,2946883,0.387606,0.902413
lib4710_C64RUACXX,22281490,22281490,18536111,49.190363,0.500121,3276150,482879210,403917818,124395490,81536301,0.002989,0.440581,0.368537,0.113499,0.074394,0.809118,0.427385,23536273,22281493,94.70%,3745380,16.80%,2093629,1010370,19183898,0.456902,0.946687
